chr11	35139371	35176574	1	1	1	435	0	47
chr11	35176741	35180273	1	1	1	754	0	48
chr11	35176741	35186831	1	1	0	3	0	35
chr11	35176741	35189869	1	1	0	2	0	37
chr11	35180330	35219339	1	1	1	1	0	1
chr11	35180408	35186831	1	1	1	628	0	48
chr11	35180408	35189834	1	1	0	3	0	30
chr11	35186901	35189834	1	1	1	1116	0	48
chr11	35189973	35198120	1	1	0	3	0	48
chr11	35190066	35196745	1	1	1	51	0	46
chr11	35190066	35196835	1	1	0	1	0	25
chr11	35190066	35198120	1	1	1	298	0	48
chr11	35190066	35198144	1	1	0	30	0	47
chr11	35190066	35198147	1	1	0	2	0	31
chr11	35190066	35201081	1	1	0	59	0	48
chr11	35190066	35204511	1	1	0	192	0	48
chr11	35190066	35206111	1	1	0	1	0	38
chr11	35190066	35208104	1	1	1	46	0	48
chr11	35190066	35211245	1	1	1	1	0	17
chr11	35190066	35211263	1	1	0	1	0	27
chr11	35190066	35214851	1	1	1	55	0	48
chr11	35190066	35229128	1	1	0	1	0	47
chr11	35196875	35198071	1	1	0	1	0	32
chr11	35196875	35198120	1	1	1	66	0	48
chr11	35196875	35201081	1	1	0	3	0	36
chr11	35196875	35208104	1	1	0	1	0	21
chr11	35198247	35200645	1	1	0	1	0	17
chr11	35198247	35201081	1	1	1	892	0	48
chr11	35198247	35201667	1	1	0	3	0	18
chr11	35198247	35201670	1	1	0	1	0	44
chr11	35198247	35204511	1	1	0	1	0	21
chr11	35198247	35206111	1	1	0	1	0	43
chr11	35198247	35208104	1	1	0	2	0	34
chr11	35201196	35201646	1	1	0	1	0	37
chr11	35201196	35201667	1	1	0	866	0	48
chr11	35201196	35201670	1	1	1	860	0	48
chr11	35201196	35201676	1	1	0	1	0	20
chr11	35201196	35204511	1	1	0	20	0	47
chr11	35201196	35208104	1	1	0	4	0	47
chr11	35201788	35204511	1	1	1	2549	0	48
chr11	35201788	35204516	1	1	0	2	0	31
chr11	35201788	35208104	1	1	0	1	0	44
chr11	35201896	35204511	1	1	0	1	0	39
chr11	35204641	35205784	1	1	0	2	0	18
chr11	35204641	35206111	1	1	1	895	0	48
chr11	35204641	35206114	1	1	0	112	0	48
chr11	35204660	35206111	1	1	0	1	0	41
chr11	35206244	35208104	1	1	1	555	0	48
chr11	35208207	35209964	1	1	1	584	0	48
chr11	35208207	35209966	1	1	0	1	0	36
chr11	35208207	35211245	1	1	0	3	0	35
chr11	35208207	35214851	1	1	0	3	0	45
chr11	35210055	35211245	1	1	1	830	0	48
chr11	35210055	35211249	1	1	0	1	0	48
chr11	35210055	35211263	1	1	0	17	0	40
chr11	35210055	35214851	1	1	0	7	0	36
chr11	35211450	35214851	1	1	1	441	0	48
chr11	35211450	35214854	1	1	0	2	0	23
chr11	35214915	35219315	1	1	1	919	0	48
chr11	35219340	35221716	1	1	0	2	0	16
chr11	35219388	35221653	1	1	1	1236	0	48
chr11	35221733	35222374	1	1	0	7	0	47
chr11	35221733	35229128	1	1	1	2999	0	48
chr11	35223984	35229128	1	1	0	1	0	40
